title;link;published;redirect;redirectLink;articleImage;articleBody;keywords0;keywords1;keywords2;keywords3;keywords4;keywords5;summary
후쿠시마 원전 오염수 방류 앞두고 알려진 사실들 - BBC News 코리아;https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2ludGVybmF0aW9uYWwtNjYyMDk1MDLSATVodHRwczovL3d3dy5iYmMuY29tL2tvcmVhbi9pbnRlcm5hdGlvbmFsLTY2MjA5NTAyLmFtcA?oc=5;2023-07-15 07:00:00;True;https://www.bbc.com/korean/international-66209502;;;;;;;;;
한·일 1600km 대장정…“오염수 방류 중지” 호소 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzI0Nzc50gEA?oc=5;2023-07-15 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7724779;;;;;;;;;
일본 환경성, 오염수 방류 후 '주 1회' 삼중수소 조사 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzI0NTQ50gEA?oc=5;2023-07-15 01:28:00;True;https://news.kbs.co.kr/news/view.do?ncd=7724549;;;;;;;;;
아세안, '오염수 방류 반대' 성명에 촉각 - MBC뉴스;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253dG9kYXkvYXJ0aWNsZS82NTAzNDcyXzM2MjA3Lmh0bWzSAUZodHRwczovL2ltbmV3cy5pbWJjLmNvbS9yZXBsYXkvMjAyMy9ud3RvZGF5L2FydGljbGUvNjUwMzQ3Ml8zNjIwOC5odG1s?oc=5;2023-07-14 07:00:00;True;https://imnews.imbc.com/replay/2023/nwtoday/article/6503472_36207.html;;;;;;;;;
윤 대통령 지지율 6%p 뚝…'오염수 방류' 영향 [갤럽] - 한겨레;https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9wb2xpdGljcy9wb2xpdGljc19nZW5lcmFsLzExMDAxMzMuaHRtbNIBAA?oc=5;2023-07-14 02:01:44;True;https://www.hani.co.kr/arti/politics/politics_general/1100133.html;;;;;;;;;
서울대 보건 교수, '원전 오염수 방류' 반대 이유는? [앵커콕!] - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzIyNjI30gEA?oc=5;2023-07-13 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7722627;;;;;;;;;
[사설] 일본 계획 그대로 오염수 방류 승인한 윤 대통령 - 경향신문;https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMzA3MTMyMDE4MDA10gFCaHR0cHM6Ly9tLmtoYW4uY28ua3Ivb3Bpbmlvbi9lZGl0b3JpYWwvYXJ0aWNsZS8yMDIzMDcxMzIwMTgwMDUvYW1w?oc=5;2023-07-13 07:00:00;True;https://m.khan.co.kr/article/202307132018005;;;;;;;;;
홍콩 “오염수 방류하면 즉시 일본 수산물 수입금지” - 한겨레;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2ludGVybmF0aW9uYWxfZ2VuZXJhbC8xMDk5OTQ5Lmh0bWzSAQA?oc=5;2023-07-13 07:00:00;True;https://www.hani.co.kr/arti/international/international_general/1099949.html;;;;;;;;;
[주장]후쿠시마 방사능 오염수 방류와 소비자 안전 - 현대해양;https://news.google.com/rss/articles/CBMiN2h0dHA6Ly93d3cuaGRoeS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTg5MTnSAQA?oc=5;2023-07-12 07:00:00;True;http://www.hdhy.co.kr/news/articleView.html?idxno=18919;;;;;;;;;
[단독] '오염수 안전' 광고에 예산 10억…“세금으로 일본 옹호” - 한겨레;https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L3NvY2lldHlfZ2VuZXJhbC8xMDk5ODM5Lmh0bWzSAQA?oc=5;2023-07-12 07:00:00;True;https://www.hani.co.kr/arti/society/society_general/1099839.html;;;;;;;;;
후쿠시마 찾는 일본 경제산업상 “오염수 방류, 어민과 약속 지킬 것” - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzIwNzc40gEA?oc=5;2023-07-11 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7720778;;;;;;;;;
일본의 후쿠시마 원전 오염수 방류 계획 '국제기준 부합' 평가... 앞으로 어떻게 되나? - BBC News 코리아;https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2FydGljbGVzL2NkMXp4djVwanJqb9IBNGh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2FydGljbGVzL2NkMXp4djVwanJqby5hbXA?oc=5;2023-07-10 07:00:00;True;https://www.bbc.com/korean/articles/cd1zxv5pjrjo;;;;;;;;;
"IAEA 사무총장, 후쿠시마 오염수 방류에 ""모두에 책임 있다"" - 프레시안";https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LnByZXNzaWFuLmNvbS9wYWdlcy9hcnRpY2xlcy8yMDIzMDcxMDExMDQyNjY2MDY40gEA?oc=5;2023-07-10 02:08:05;True;https://www.pressian.com/pages/articles/2023071011042666068;;;;;;;;;
'오염수 방류' 우리 측 보고서 오늘 공개 - MBC뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253OTMwL2FydGljbGUvNjUwMTAyNV8zNjE5MS5odG1s0gFEaHR0cHM6Ly9pbW5ld3MuaW1iYy5jb20vcmVwbGF5LzIwMjMvbnc5MzAvYXJ0aWNsZS82NTAxMDI1XzM2MTkyLmh0bWw?oc=5;2023-07-07 07:00:00;True;https://imnews.imbc.com/replay/2023/nw930/article/6501025_36191.html;;;;;;;;;
"정부 ""日 오염수 방류계획 국제기준 부합...국내 영향 미미"" - YTN";https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3Lnl0bi5jby5rci9fbG4vMDEwMV8yMDIzMDcwNzExMzkzMjk0NznSAUNodHRwczovL20ueXRuLmNvLmtyL25ld3Nfdmlldy5hbXAucGhwP3BhcmFtPTAxMDFfMjAyMzA3MDcxMTM5MzI5NDc5?oc=5;2023-07-07 07:00:00;True;https://www.ytn.co.kr/_ln/0101_202307071139329479;;;;;;;;;
日 오염수 방류 금지 최종 변론기일‥선고 다음달 17일 - MBC뉴스;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vaW1uZXdzLmltYmMuY29tL25ld3MvMjAyMy9zb2NpZXR5L2FydGljbGUvNjUwMDY3M18zNjEyNi5odG1s0gFEaHR0cHM6Ly9pbW5ld3MuaW1iYy5jb20vbmV3cy8yMDIzL3NvY2lldHkvYXJ0aWNsZS82NTAwNjczXzM2MTI3Lmh0bWw?oc=5;2023-07-06 07:00:00;True;https://imnews.imbc.com/news/2023/society/article/6500673_36126.html;;;;;;;;;
우리는 후쿠시마 오염수 방류에 반대합니다 - Greenpeace;https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmdyZWVucGVhY2Uub3JnL2tvcmVhL3VwZGF0ZS8yNzE2NS9ibG9nLWNlLWZ1a3VzaGltYV9pYWVhX2ZpbmFsX3JlcG9ydC_SAQA?oc=5;2023-07-05 07:00:00;True;https://www.greenpeace.org/korea/update/27165/blog-ce-fukushima_iaea_final_report/;;;;;;;;;
후쿠시마 오염수 방류, 냉정하고 차분하게 대응하자 - 현대해양;https://news.google.com/rss/articles/CBMiN2h0dHA6Ly93d3cuaGRoeS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MTg5MjDSAQA?oc=5;2023-07-05 07:00:00;True;http://www.hdhy.co.kr/news/articleView.html?idxno=18920;;;;;;;;;
"""IAEA 보고서 '편협'..후쿠시마 오염수 방류 저지해야"" - KBC광주방송";https://news.google.com/rss/articles/CBMiMmh0dHA6Ly93d3cuaWtiYy5jby5rci9hcnRpY2xlL3ZpZXcva2JjMjAyMzA3MDUwMDgx0gEA?oc=5;2023-07-05 07:00:00;True;http://www.ikbc.co.kr/article/view/kbc202307050081;;;;;;;;;
"IAEA ""일 후쿠시마 오염수 방류계획, 국제안전기준 부합"" - 전북일보";https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZS8yMDIzMDcwNDU4MDMwN9IBLWh0dHBzOi8vd3d3LmpqYW4ua3IvYXJ0aWNsZUFtcC8yMDIzMDcwNDU4MDMwNw?oc=5;2023-07-04 08:35:52;True;https://www.jjan.kr/article/20230704580307;;;;;;;;;
"IAEA ""일본 오염수 방류 계획, 국제안전기준 부합"" - 연합뉴스TV";https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LnlvbmhhcG5ld3N0di5jby5rci9uZXdzL01ZSDIwMjMwNzA0MDIyMjAwNjQx0gEA?oc=5;2023-07-04 07:00:00;True;https://www.yonhapnewstv.co.kr/news/MYH20230704022200641;;;;;;;;;
'가짜뉴스 퇴치 자문단'에 오염수 방류 찬성 전문가만? - MBC뉴스;https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253ZGVzay9hcnRpY2xlLzY1MDAwNzJfMzYxOTkuaHRtbNIBRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253ZGVzay9hcnRpY2xlLzY1MDAwNzJfMzYyMDAuaHRtbA?oc=5;2023-07-04 07:00:00;True;https://imnews.imbc.com/replay/2023/nwdesk/article/6500072_36199.html;;;;;;;;;
“후쿠시마 오염수 방류 반대”, 윤리위 회부 후폭풍 - 춘천사람들;https://news.google.com/rss/articles/CBMiNmh0dHA6Ly93d3cuY2h1bnNhLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz01NTcwNtIBAA?oc=5;2023-07-04 07:00:00;True;http://www.chunsa.kr/news/articleView.html?idxno=55706;;;;;;;;;
IAEA “오염수 방류 국제기준 부합”…일본 어민·주변국 반대 '남은 변수' - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzE1NTk30gEA?oc=5;2023-07-04 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7715597;;;;;;;;;
IAEA “후쿠시마 오염수 방류, 국제안전기준 부합…2년 평가했다” - 이코노미스트;https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vZWNvbm9taXN0LmNvLmtyL2FydGljbGUvdmlldy9lY24yMDIzMDcwNDAwNDXSAQA?oc=5;2023-07-04 07:00:00;True;https://economist.co.kr/article/view/ecn202307040045;;;;;;;;;
오염수 방류 앞둔 일본, “찬성” 국민 절반도 안 돼 - 한겨레;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2phcGFuLzEwOTg0NDUuaHRtbNIBAA?oc=5;2023-07-03 07:00:00;True;https://www.hani.co.kr/arti/international/japan/1098445.html;;;;;;;;;
여야 인사 100여명, “후쿠시마 오염수 방류, 정부가 결사 반대해야” - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzEzODMy0gEA?oc=5;2023-07-03 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7713832;;;;;;;;;
「후쿠시마 오염수 방류 관련 일일 브리핑 및 향후계획」 - 대한민국정책포털 korea.kr;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmtvcmVhLmtyL25ld3MvcG9saWN5Rm9jdXNWaWV3LmRvP25ld3NJZD0xNTY1Nzg0OTMmcGtnSWQ9NDk1MDA3OTbSAQA?oc=5;2023-07-03 07:00:00;True;https://www.korea.kr/news/policyFocusView.do?newsId=156578493&pkgId=49500796;;;;;;;;;
‘오염수 방류 살 빼’ 日 원정시위 간 진보당, 오역 피켓 들었다 - 조선일보;https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmNob3N1bi5jb20vcG9saXRpY3MvYXNzZW1ibHkvMjAyMy8wNy8wMy9ITDNPQU5IRzNCQlJQRzdOTUpVU01DUzYzVS_SAV5odHRwczovL3d3dy5jaG9zdW4uY29tL3BvbGl0aWNzL2Fzc2VtYmx5LzIwMjMvMDcvMDMvSEwzT0FOSEczQkJSUEc3Tk1KVVNNQ1M2M1UvP291dHB1dFR5cGU9YW1w?oc=5;2023-07-03 07:00:00;True;https://www.chosun.com/politics/assembly/2023/07/03/HL3OANHG3BBRPG7NMJUSMCS63U/;;;;;;;;;
오염수 방류 준비 끝낸 日…올 여름 고집하는 이유는 - 노컷뉴스;https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5NjkyNTnSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5NjkyNTk?oc=5;2023-07-01 07:00:00;True;https://www.nocutnews.co.kr/news/5969259;;;;;;;;;
후쿠시마 원전 오염수 방류 관련 일일 브리핑6.29. - 대한민국정책포털 korea.kr;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmtvcmVhLmtyL25ld3MvcG9saWN5Rm9jdXNWaWV3LmRvP25ld3NJZD0xNDg5MTcwNjYmcGtnSWQ9NDk1MDA3OTbSAQA?oc=5;2023-06-30 07:00:00;True;https://www.korea.kr/news/policyFocusView.do?newsId=148917066&pkgId=49500796;;;;;;;;;
"정부 ""日 오염수 방류, 일본산 수산물 수입 규제와는 별개 문제"" - 동아사이언스";https://news.google.com/rss/articles/CBMiLGh0dHA6Ly9tLmRvbmdhc2NpZW5jZS5jb20vbmV3cy5waHA_aWR4PTYwNDcx0gEA?oc=5;2023-06-30 07:00:00;True;http://m.dongascience.com/news.php?idx=60471;;;;;;;;;
"尹정부 ""왜 오염수 해양방출이 최선이냐고요?"" - 노컷뉴스";https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3Lm5vY3V0bmV3cy5jby5rci9uZXdzLzU5Njg5NzDSASpodHRwczovL20ubm9jdXRuZXdzLmNvLmtyL25ld3MvYW1wLzU5Njg5NzA?oc=5;2023-06-30 07:00:00;True;https://www.nocutnews.co.kr/news/5968970;;;;;;;;;
'정권이 바뀌어서?' 일본 오염수 방류 반대 결의문 읽다 끌려나간 ... - 뉴스민;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3Lm5ld3NtaW4uY28ua3IvbmV3cy85MDY0Mi_SAQA?oc=5;2023-06-30 07:00:00;True;https://www.newsmin.co.kr/news/90642/;;;;;;;;;
“원전 오염수 방류…2년 전엔 틀리고, 지금은 맞는 이유 뭔가” - 한겨레;https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9hcmVhL2NodW5nY2hlb25nLzEwOTgwMzYuaHRtbNIBAA?oc=5;2023-06-29 07:00:00;True;https://www.hani.co.kr/arti/area/chungcheong/1098036.html;;;;;;;;;
“후쿠시마 오염수 방류, 암 위험” 보험 장사한 회사 - 조선일보;https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZWNvbm9teS9lY29ub215X2dlbmVyYWwvMjAyMy8wNi8yOS9MUlMzWVNNR0FaQldQQ1Q0SzdSVEZQVklCSS_SAWRodHRwczovL3d3dy5jaG9zdW4uY29tL2Vjb25vbXkvZWNvbm9teV9nZW5lcmFsLzIwMjMvMDYvMjkvTFJTM1lTTUdBWkJXUENUNEs3UlRGUFZJQkkvP291dHB1dFR5cGU9YW1w?oc=5;2023-06-29 07:00:00;True;https://www.chosun.com/economy/economy_general/2023/06/29/LRS3YSMGAZBWPCT4K7RTFPVIBI/;;;;;;;;;
여야, 오염수 방류 두고 “방사능 나오면 책임” “철회촉구 결의” - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzEwNTMw0gEA?oc=5;2023-06-28 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7710530;;;;;;;;;
[사설] '일 오염수 방류 보류' 등 야당 제안, 정부 적극 검토해야 - 한겨레;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9vcGluaW9uL2VkaXRvcmlhbC8xMDk3OTEyLmh0bWzSAQA?oc=5;2023-06-28 07:00:00;True;https://www.hani.co.kr/arti/opinion/editorial/1097912.html;;;;;;;;;
오늘부터 후쿠시마 오염수 방류 전 설비 검사 - MBC뉴스;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253dG9kYXkvYXJ0aWNsZS82NDk3Nzk3XzM2MjA3Lmh0bWzSAUZodHRwczovL2ltbmV3cy5pbWJjLmNvbS9yZXBsYXkvMjAyMy9ud3RvZGF5L2FydGljbGUvNjQ5Nzc5N18zNjIwOC5odG1s?oc=5;2023-06-28 07:00:00;True;https://imnews.imbc.com/replay/2023/nwtoday/article/6497797_36207.html;;;;;;;;;
후쿠시마 원전 오염수 방류 관련 일일브리핑6.27. - 대한민국정책포털 korea.kr;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmtvcmVhLmtyL25ld3MvcG9saWN5Rm9jdXNWaWV3LmRvP25ld3NJZD0xNDg5MTY5MTgmcGtnSWQ9NDk1MDA3OTbSAQA?oc=5;2023-06-28 07:00:00;True;https://www.korea.kr/news/policyFocusView.do?newsId=148916918&pkgId=49500796;;;;;;;;;
어선 350여 척, '후쿠시마 원전 오염수 방류 결정' 규탄 시위 - 경인매일신문;https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmttYWVpbC5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTQwNDk0NNIBAA?oc=5;2023-06-28 07:00:00;True;https://www.kmaeil.com/news/articleView.html?idxno=404944;;;;;;;;;
"유승민 ""오염수 방류 반대 국민 85% '개돼지' 취급하는 尹의 오만"" - 프레시안";https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LnByZXNzaWFuLmNvbS9wYWdlcy9hcnRpY2xlcy8yMDIzMDYyODE0MjQ0MDY3Mjg20gEA?oc=5;2023-06-28 07:00:00;True;https://www.pressian.com/pages/articles/2023062814244067286;;;;;;;;;
후쿠시마 원전 오염수: '해녀는 해양생물체'... 바다가 삶인 사람들의 우려는 - BBC News 코리아;https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2FydGljbGVzL2N6NG5nMHZ2OWVxb9IBNGh0dHBzOi8vd3d3LmJiYy5jb20va29yZWFuL2FydGljbGVzL2N6NG5nMHZ2OWVxby5hbXA?oc=5;2023-06-27 07:00:00;True;https://www.bbc.com/korean/articles/cz4ng0vv9eqo;;;;;;;;;
후쿠시마 오염수 방류…전문가들의 과학적·국제적 평가는? - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzA4ODU20gEA?oc=5;2023-06-27 07:00:00;True;https://news.kbs.co.kr/news/view.do?ncd=7708856;;;;;;;;;
'오염수 방류' 카운트 다운…IAEA 최종보고서 내달 4일 공개될 듯 - 한겨레;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9pbnRlcm5hdGlvbmFsL2phcGFuLzEwOTc2NTQuaHRtbNIBAA?oc=5;2023-06-27 07:00:00;True;https://www.hani.co.kr/arti/international/japan/1097654.html;;;;;;;;;
"""천일염 괴담 선동""‥""오염수 방류 보류"" - MBC뉴스";https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253MTIwMC9hcnRpY2xlLzY0OTc1NDNfMzYxNzAuaHRtbNIBRWh0dHBzOi8vaW1uZXdzLmltYmMuY29tL3JlcGxheS8yMDIzL253MTIwMC9hcnRpY2xlLzY0OTc1NDNfMzYxNzEuaHRtbA?oc=5;2023-06-27 07:00:00;True;https://imnews.imbc.com/replay/2023/nw1200/article/6497543_36170.html;;;;;;;;;
후쿠시마 오염수 방류터널 공사 완료…내일 방류 전 최종검사 - 연합뉴스TV;https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vd3d3LnlvbmhhcG5ld3N0di5jby5rci9uZXdzL01ZSDIwMjMwNjI3MDAwMjAwMDMy0gEA?oc=5;2023-06-27 07:00:00;True;https://www.yonhapnewstv.co.kr/news/MYH20230627000200032;;;;;;;;;
후쿠시마 오염수 해외 과학자 반응, 피해없다 vs 정보불충분 - 大德网;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmhlbGxvZGQuY29tL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMDA5MznSAQA?oc=5;2023-06-26 07:00:00;True;https://www.hellodd.com/news/articleView.html?idxno=100939;;;;;;;;;
