title;link;published;language;redirect;redirectLink;articleImage;articleBody
"Stray Kids' Hyunjin, NewJeans' Hanni, IVE's An Yujin, more; Vote for most fitting K-pop brand ambassador - PINKVILLA";https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5waW5rdmlsbGEuY29tL2VudGVydGFpbm1lbnQvc3RyYXkta2lkcy1oeXVuamluLW5ld2plYW5zLWhhbm5pLWl2ZXMtYW4teXVqaW4tbW9yZS12b3RlLWZvci1tb3N0LWZpdHRpbmctay1wb3AtYnJhbmQtYW1iYXNzYWRvci0xMjMyMDE50gGVAWh0dHBzOi8vd3d3LnBpbmt2aWxsYS5jb20vZW50ZXJ0YWlubWVudC9zdHJheS1raWRzLWh5dW5qaW4tbmV3amVhbnMtaGFubmktaXZlcy1hbi15dWppbi1tb3JlLXZvdGUtZm9yLW1vc3QtZml0dGluZy1rLXBvcC1icmFuZC1hbWJhc3NhZG9yLTEyMzIwMTk_YW1w?oc=5;2023-07-25 17:27:33;1;True;https://www.pinkvilla.com/entertainment/stray-kids-hyunjin-newjeans-hanni-ives-an-yujin-more-vote-for-most-fitting-k-pop-brand-ambassador-1232019;;
뉴진스를 만난 래퍼 '빈지노', 그가 타는 차는?[누구차] - hub.zum.com;https://news.google.com/rss/articles/CBMiIWh0dHBzOi8vaHViLnp1bS5jb20vZWRhaWx5LzEwMjAyNNIBAA?oc=5;2023-07-25 15:13:02;0;True;https://hub.zum.com/edaily/102024;;
뉴진스 '슈퍼 샤이', 빌보드 '핫100' 64위…자체 최고 - 뉴시스;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vbW9iaWxlLm5ld3Npcy5jb20vdmlldy5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNV8wMDAyMzkwMjM10gFFaHR0cHM6Ly9tb2JpbGUubmV3c2lzLmNvbS92aWV3X2FtcC5odG1sP2FyX2lkPU5JU1gyMDIzMDcyNV8wMDAyMzkwMjM1?oc=5;2023-07-25 15:00:00;0;True;https://mobile.newsis.com/view.html?ar_id=NISX20230725_0002390235;;
TOP 20: NEWJEANS PULL UP - HITS Daily Double;https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vaGl0c2RhaWx5ZG91YmxlLmNvbS9uZXdzJmlkPTMzNjkxMiZ0aXRsZT1UT1AtMjA6LU5FV0pFQU5TLVBVTEwtVVDSAQA?oc=5;2023-07-25 13:00:32;1;True;https://hitsdailydouble.com/news&id=336912&title=TOP-20:-NEWJEANS-PULL-UP;;
블랙핑크, 뉴진스의 그 패션…‘블록코어’에 열광하는 MZ세대 - 세계일보;https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDcyNTUwOTgzMNIBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDcyNTUwOTgzMA?oc=5;2023-07-25 12:00:00;0;True;https://m.segye.com/view/20230725509830;;
"""블랙핑크·뉴진스도 달고 다녀요""…2030女 열광한 제품 [여기잇슈] - 한국경제";https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9saWZlL2FydGljbGUvMjAyMzA3MjUwOTYxN9IBL2h0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9saWZlL2FtcC8yMDIzMDcyNTA5NjE3?oc=5;2023-07-25 11:00:01;0;True;https://www.hankyung.com/life/article/2023072509617;;
"Filipinos Find Something ""Embarrassing"" About The Photo Actor Kim ... - Koreaboo";https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL2tpbS1zZW9uLWhvLWZpbGlwaW5vcy1lbWJhcnJhc3NpbmctcGhvdG8tdG9vay1waGlsaXBwaW5lcy_SAQA?oc=5;2023-07-25 10:02:39;1;True;https://www.koreaboo.com/news/kim-seon-ho-filipinos-embarrassing-photo-took-philippines/;;
FIFTY FIFTY, NewJeans, LE SSERAFIM, and more: VOTE for the Breakout Hoobae of the Year award - PINKVILLA;https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5waW5rdmlsbGEuY29tL2VudGVydGFpbm1lbnQvZmlmdHktZmlmdHktbmV3amVhbnMtbGUtc3NlcmFmaW0tYW5kLW1vcmUtdm90ZS1mb3ItdGhlLWJyZWFrb3V0LWhvb2JhZS1vZi10aGUteWVhci1hd2FyZC0xMjMxODYx0gGMAWh0dHBzOi8vd3d3LnBpbmt2aWxsYS5jb20vZW50ZXJ0YWlubWVudC9maWZ0eS1maWZ0eS1uZXdqZWFucy1sZS1zc2VyYWZpbS1hbmQtbW9yZS12b3RlLWZvci10aGUtYnJlYWtvdXQtaG9vYmFlLW9mLXRoZS15ZWFyLWF3YXJkLTEyMzE4NjE_YW1w?oc=5;2023-07-25 09:02:21;1;True;https://www.pinkvilla.com/entertainment/fifty-fifty-newjeans-le-sserafim-and-more-vote-for-the-breakout-hoobae-of-the-year-award-1231861;;
뉴진스 뮤비에 살해 장면?… 감독이 직접 밝힌 'ETA' 뮤직비디오 해석 - 아시아투데이;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3LmFzaWF0b2RheS5jby5rci92aWV3LnBocD9rZXk9MjAyMzA3MjUwMDE3MjAwOTHSAQA?oc=5;2023-07-25 08:30:32;0;True;https://www.asiatoday.co.kr/view.php?key=20230725001720091;https://img.asiatoday.co.kr/file/2023y/07m/25d/20230725001720091_1.jpg;"0 뉴진스 'ETA' 뮤직비디오 / 이하 사진=유튜브 'HYBE LABELS' 뉴진스의 신곡 'ETA' 뮤직비디오에 대한 해석이 분분한 가운데, 연출을 맡은 감독이 직접 작품을 이해하는 방향을 잡아주는 해석을 내놓았다. 돌고래유괴단 신우석 감독은 지난 24일 한 네티즌의 질문에 직접 인스타그램 DM(다이렉트 메시지) 답변을 보내 뉴진스의 'ETA' 뮤직비디오의 큰 주제를 밝혔다. 그는 ""작품에 대해 구구절절 설명하는 것을 좋아하지 않아 구체적으로 설명해 드리긴 어렵다""고 하면서도 ""'ETA'는 결국 '소문'에 대한 이야기를 하고 싶었다. 현대사회에서 우리는 직접 보지 않은 사실을 많은 경로를 통해 정보로 접하고 판단한다. 그 과정에 많은 사실이 변질되고, 과장된다. 극 중에서 소문을 전하던 뉴진스도 그것에 노출되어 있다""고 밝혔다. 1 그러면서 ""뮤직비디오의 타임라인을 잘 보면 운전하는 여자와 통화를 하는 뉴진스 사이에 시간대가 맞지 않다. 처음부터 휴대폰 옆에 놓여 있는 머리 끈은 극이 진행된 후에야 등장한다. 여자는 이미 남자를 살해한 후이고, 시체를 처리하러 향하는 길이었던 것"", ""실제로 남자가 부정한 행동을 저질렀는지는 보이지 않는다. 키스 장면은 여자가 전화를 받지 않은 후부터 보인 망상"" 등 내용을 정리했다. 끝으로 ""우리는 너무 많은 정보에 노출돼 있다. 하지만 그 진위에 대해서 생각하지 않고, 누군가에게 전한다""고 뮤직비디오에 담고자 했던 메시지를 한마디로 설명했다. 0 사진=애플 뉴진스의 'ETA' 뮤직비디오는 애플의 아이폰14 프로로 촬영됐다. 뮤직비디오에서는 뉴진스 멤버들이 파티에서 친구의 남자친구가 낯선 여자와 함께 있는 장면을 목격하면서 시작된다. 뉴진스 멤버들은 파티에서 공연하면서도 틈틈이 그의 동태를 아이폰으로 찍어 친구에게 실시간 상황을 공유하고, 친구는 분노에 찬 상태로 차를 몰고 어딘가로 향한다. 뮤직비디오 말미에는 뉴진스의 친구가 살해를 저질렀다고 추정할 수도 있는 장면이 전해지기도 한다. 1 'ETA'는 도착 예정 시간(Estimated Time of Arrival)의 줄임말이다. 브레이크 비트에 파벨라 펑크(Favela Funk)를 더한 신나는 노래로, 친구와 대화를 나누는 듯한 친근한 가사와 멤버들 특유의 감성이 담긴 멜로디 랩이 인상적이다. 250이 작곡, 래퍼 빈지노가 작사에 참여했다. 한편 뉴진스의 미니 2집 'Get Up'에는 트리플 타이틀곡 'Super Shy', 'ETA', 'Cool With You'를 비롯해 프롤로그곡 'New Jeans', 인터루드곡 'Get Up', 에필로그곡 'ASAP' 등 총 6곡이 담겼다. 0 돌고래유괴단 신우석 감독 / 사진=tvN '유 퀴즈 온 더 블럭'"
위버스, 뉴진스·TXT '롤라팔루자' 실황 생중계 확정 - 전자신문;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmV0bmV3cy5jb20vMjAyMzA3MjUwMDAyNznSAQA?oc=5;2023-07-25 08:15:00;0;True;https://www.etnews.com/20230725000279;;
위버스, 뉴진스·TXT 美 롤라팔루자 무대 생중계 - 한국경제;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lbnRlcnRhaW5tZW50L2FydGljbGUvMjAyMzA3MjUxMDM1WdIBOGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lbnRlcnRhaW5tZW50L2FtcC8yMDIzMDcyNTEwMzVZ?oc=5;2023-07-25 07:01:51;0;True;https://www.hankyung.com/entertainment/article/202307251035Y;;
[가요소식] 위버스, 뉴진스·TXT 美 롤라팔루자 무대 생중계 - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzI1MTI0MTAwMDA10gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDcyNTEyNDEwMDAwNQ?oc=5;2023-07-25 07:01:47;0;True;https://www.yna.co.kr/view/AKR20230725124100005;;
'뉴진스·투모로우바이투게더 라이브 공연, 위버스로 즐겨요' - 테크M;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LnRlY2htLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz0xMTI1NjbSATpodHRwczovL3d3dy50ZWNobS5rci9uZXdzL2FydGljbGVWaWV3QW1wLmh0bWw_aWR4bm89MTEyNTY2?oc=5;2023-07-25 06:52:40;0;True;https://www.techm.kr/news/articleView.html?idxno=112566;;
뉴진스 해린, 잠자기 전 루틴? “영상 꼭 봐” - 스포츠경향;https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vc3BvcnRzLmtoYW4uY28ua3IvbmV3cy9za19pbmRleC5odG1sP2FydF9pZD0yMDIzMDcyNTE0NDUwMDMmc2VjX2lkPTU0MDEwMdIBTmh0dHBzOi8vbS5zcG9ydHMua2hhbi5jby5rci9hbXAvdmlldy5odG1sP2FydF9pZD0yMDIzMDcyNTE0NDUwMDMmc2VjX2lkPTU0MDEwMQ?oc=5;2023-07-25 05:45:00;0;True;https://sports.khan.co.kr/entertainment/sk_index.html?art_id=202307251445003&sec_id=540101;;
뉴진스 '겟 업', 美 피치포크 평점 7점대…역대 K팝 2위 - KBS뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vbmV3cy5rYnMuY28ua3IvbmV3cy92aWV3LmRvP25jZD03NzMyMjQ10gEA?oc=5;2023-07-25 05:01:00;0;True;https://news.kbs.co.kr/news/view.do?ncd=7732245;;
Netizens React With Amused Exhaustion To Stray Kids Felix's ... - Koreaboo;https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9zdG9yaWVzL3N0cmF5LWtpZHMtZmVsaXgtbmV0aXplbnMtcmVhY3QtYW11c2VkLWV4aGF1c3Rpb24tYW1iaXRpb3VzLWRhdGluZy1zY2hlZHVsZS_SAQA?oc=5;2023-07-25 01:30:44;1;True;https://www.koreaboo.com/stories/stray-kids-felix-netizens-react-amused-exhaustion-ambitious-dating-schedule/;;
"Hanni Spills On The Painful Reality Of NewJeans' First ""Super Shy"" Dance Practice - Koreaboo";https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL2hhbm5pLXNwaWxscy1wYWluZnVsLXJlYWxpdHktbmV3amVhbnMtc3VwZXItc2h5LWRhbmNlLXByYWN0aWNlL9IBAA?oc=5;2023-07-25 00:34:44;1;True;https://www.koreaboo.com/news/hanni-spills-painful-reality-newjeans-super-shy-dance-practice/;;
'텐션' 낮추고 X세대 공략…뉴진스 데뷔 1년, 대중문화 흔들었다 - 한겨레;https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9jdWx0dXJlL2N1bHR1cmVfZ2VuZXJhbC8xMTAxNTc2Lmh0bWzSAQA?oc=5;2023-07-24 23:00:25;0;True;https://www.hani.co.kr/arti/culture/culture_general/1101576.html;;
10 Cool New Pop Songs to Get You Through the Week: Tinashe, Lizzo, Poppy & More - Billboard;https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvcG9wL25ldy1wb3Atc29uZ3MtdGluYXNoZS1saXp6by1wb3BweS1uZXdqZWFucy0xMjM1Mzc3MzQ3L9IBXmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvcG9wL25ldy1wb3Atc29uZ3MtdGluYXNoZS1saXp6by1wb3BweS1uZXdqZWFucy0xMjM1Mzc3MzQ3L2FtcC8?oc=5;2023-07-24 19:38:19;1;True;https://www.billboard.com/music/pop/new-pop-songs-tinashe-lizzo-poppy-newjeans-1235377347/;;
아이유가 데뷔했을때 ‘뉴진스 막내’ 혜인은 태어났다고? 한 앵글서 보니 더 믿기지 않네! - 조선일보;https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvZW50ZXJfZ2VuZXJhbC8yMDIzLzA3LzI1LzRXQVNYSEtKMjNJU0szTktQM1pRWDJZVlJNL9IBaWh0dHBzOi8vd3d3LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudHMvZW50ZXJfZ2VuZXJhbC8yMDIzLzA3LzI1LzRXQVNYSEtKMjNJU0szTktQM1pRWDJZVlJNLz9vdXRwdXRUeXBlPWFtcA?oc=5;2023-07-24 19:27:19;0;True;https://www.chosun.com/entertainments/enter_general/2023/07/25/4WASXHKJ23ISK3NKP3ZQX2YVRM/;;
"IU praises Hyein's voice and says ""Get Up"" became her favorite song over ""Super Shy"" after hearing the NewJeans ... - allkpop";https://news.google.com/rss/articles/CBMingFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvaXUtcHJhaXNlcy1oeWVpbnMtdm9pY2UtYW5kLXNheXMtZ2V0LXVwLWJlY2FtZS1oZXItZmF2b3JpdGUtc29uZy1vdmVyLXN1cGVyLXNoeS1hZnRlci1oZWFyaW5nLXRoZS1uZXdqZWFucy1tYWtuYWUtc2luZ9IBAA?oc=5;2023-07-24 18:49:00;1;True;https://www.allkpop.com/article/2023/07/iu-praises-hyeins-voice-and-says-get-up-became-her-favorite-song-over-super-shy-after-hearing-the-newjeans-maknae-sing;;
‘We were surprised and flattered’: NewJeans on becoming K-pop game-changers - Dazed;https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmRhemVkZGlnaXRhbC5jb20vbXVzaWMvYXJ0aWNsZS82MDQzMC8xL25ld2plYW5zLWludGVydmlldy1uZXctYWxidW0tZ2V0LXVwLW1pbmppLWRhbmllbGxlLWhhZXJpbi1oYW5uaS1oeWVpbtIBfmh0dHBzOi8vd3d3LmRhemVkZGlnaXRhbC5jb20vbXVzaWMvYXJ0aWNsZS82MDQzMC8xL25ld2plYW5zLWludGVydmlldy1uZXctYWxidW0tZ2V0LXVwLW1pbmppLWRhbmllbGxlLWhhZXJpbi1oYW5uaS1oeWVpbj9hbXA9MQ?oc=5;2023-07-24 15:45:00;1;False;RequestException;;
The Reason Sandara Park Doesn't Go On Blind Dates - Koreaboo;https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzLzJuZTEtc2FuZGFyYS1wYXJrLWRvZXNudC1ibGluZC1kYXRlcy1zYWx0eS1wYXduLXNob3Av0gEA?oc=5;2023-07-24 15:37:57;1;True;https://www.koreaboo.com/news/2ne1-sandara-park-doesnt-blind-dates-salty-pawn-shop/;;
NewJeans on Get Up: “It is still hard to believe that people are paying us so much attention” - British GQ;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmdxLW1hZ2F6aW5lLmNvLnVrL2FydGljbGUvbmV3amVhbnMtZ2V0LXVwLWludGVydmlldy0yMDIz0gFIaHR0cHM6Ly93d3cuZ3EtbWFnYXppbmUuY28udWsvYXJ0aWNsZS9uZXdqZWFucy1nZXQtdXAtaW50ZXJ2aWV3LTIwMjMvYW1w?oc=5;2023-07-24 15:27:28;1;True;https://www.gq-magazine.co.uk/article/newjeans-get-up-interview-2023;;
'Shot on iPhone' Goes K-pop With NewJeans - Muse by Clio;https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vbXVzZWJ5Y2wuaW8vbXVzaWMvc2hvdC1pcGhvbmUtZ29lcy1rLXBvcC1uZXdqZWFuc9IBAA?oc=5;2023-07-24 12:53:36;1;True;https://musebycl.io/music/shot-iphone-goes-k-pop-newjeans;;
EXO lidera la lista semanal de álbumes de Circle + NewJeans logra ... - soompi;https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnNvb21waS5jb20vZXMvYXJ0aWNsZS81NTU0MDh3cHAvZXhvLWxpZGVyYS1sYS1saXN0YS1zZW1hbmFsLWRlLWFsYnVtZXMtZGUtY2lyY2xlLW5ld2plYW5zLWxvZ3JhLXRyaXBsZS1jb3JvbmHSAQA?oc=5;2023-07-24 10:32:32;1;True;https://www.soompi.com/es/article/555408wpp/exo-lidera-la-lista-semanal-de-albumes-de-circle-newjeans-logra-triple-corona;;
NewJeans' Haerin Goes Viral For Celestial Visuals That Are Unedited - Koreaboo;https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLWhhZXJpbi12aXN1YWxzLWNvb2xmb3J5b3UtZXRhLW5ldGl6ZW4tcmVhY3Rpb25zLXJlYWwtbGlmZS11bmVkaXRlZC_SAQA?oc=5;2023-07-24 10:29:29;1;True;https://www.koreaboo.com/news/newjeans-haerin-visuals-coolforyou-eta-netizen-reactions-real-life-unedited/;;
Salons In Seoul That K-pop Stars — Including BTS, Blackpink ... - 8 Days;https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LjhkYXlzLnNnL2xpdmVhbmRsZWFybi90cmF2ZWwvc2Fsb25zLXNlb3VsLWJsYWNrcGluay1idHMtbmV3amVhbnMtZ28tODE0MjUx0gEA?oc=5;2023-07-24 10:26:38;1;True;https://www.8days.sg/liveandlearn/travel/salons-seoul-blackpink-bts-newjeans-go-814251;;
뉴진스가 고른 나이키 스니커즈는? 7월 넷째 주의 패션 인스타그램 - 보그 코리아;https://news.google.com/rss/articles/CBMi4AFodHRwczovL3d3dy52b2d1ZS5jby5rci8yMDIzLzA3LzI0LyVFQiU4OSVCNCVFQyVBNyU4NCVFQyU4QSVBNCVFQSVCMCU4MC0lRUElQjMlQTAlRUIlQTUlQjgtJUVCJTgyJTk4JUVDJTlEJUI0JUVEJTgyJUE0LSVFQyU4QSVBNCVFQiU4QiU4OCVFQyVCQiVBNCVFQyVBNiU4OCVFQiU4QSU5NC03JUVDJTlCJTk0LSVFQiU4NCVCNyVFQyVBNyVCOC0lRUMlQTMlQkMlRUMlOUQlOTgtJUVEJThDJUE4L9IBAA?oc=5;2023-07-24 08:49:44;0;True;https://www.vogue.co.kr/2023/07/24/%EB%89%B4%EC%A7%84%EC%8A%A4%EA%B0%80-%EA%B3%A0%EB%A5%B8-%EB%82%98%EC%9D%B4%ED%82%A4-%EC%8A%A4%EB%8B%88%EC%BB%A4%EC%A6%88%EB%8A%94-7%EC%9B%94-%EB%84%B7%EC%A7%B8-%EC%A3%BC%EC%9D%98-%ED%8C%A8/;;
'뉴진스·르세라핌 긴장해' 엔터 빅4, 대형신인 출격 - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5Uzk5OUhGUUnSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTOTk5SEZRSQ?oc=5;2023-07-24 08:46:54;0;True;https://www.sedaily.com/NewsView/29S999HFQI;;
[특징주] BTS 정국이 끌고 뉴진스가 밀고… 하이브, 2% 강세 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vYml6LmNob3N1bi5jb20vc3RvY2svbWFya2V0X3RyZW5kLzIwMjMvMDcvMjQvSklaTE4zR0RSTkZYSk03UjJFWlJBNTRWTFEv0gFfaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9zdG9jay9tYXJrZXRfdHJlbmQvMjAyMy8wNy8yNC9KSVpMTjNHRFJORlhKTTdSMkVaUkE1NFZMUS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-24 00:47:00;0;True;https://biz.chosun.com/stock/market_trend/2023/07/24/JIZLN3GDRNFXJM7R2EZRA54VLQ/;;
EXO Tops Circle Weekly Album Chart + NewJeans Earns Triple Crown - soompi;https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnNvb21waS5jb20vYXJ0aWNsZS8xNjAyNDc5d3BwL2V4by10b3BzLWNpcmNsZS13ZWVrbHktYWxidW0tY2hhcnQtbmV3amVhbnMtZWFybnMtdHJpcGxlLWNyb3du0gEA?oc=5;2023-07-23 21:13:44;1;True;https://www.soompi.com/article/1602479wpp/exo-tops-circle-weekly-album-chart-newjeans-earns-triple-crown;;
The One Thing NewJeans' Hanni Would Change From Her Past - Koreaboo;https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL29uZS10aGluZy1uZXdqZWFucy1oYW5uaS1jaGFuZ2UtcGFzdC1hbm5pdmVyc2FyeS_SAQA?oc=5;2023-07-23 20:02:56;1;True;https://www.koreaboo.com/news/one-thing-newjeans-hanni-change-past-anniversary/;;
Watch: NewJeans Takes 3rd Win For “Super Shy” On “Inkigayo ... - soompi;https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5zb29tcGkuY29tL2FydGljbGUvMTYwMjQzMHdwcC93YXRjaC1uZXdqZWFucy10YWtlcy0zcmQtd2luLWZvci1zdXBlci1zaHktb24taW5raWdheW8tcGVyZm9ybWFuY2VzLWJ5LW5jdC1kcmVhbS1uZXctbWNzLWFuZC1tb3Jl0gEA?oc=5;2023-07-23 14:53:41;1;True;https://www.soompi.com/article/1602430wpp/watch-newjeans-takes-3rd-win-for-super-shy-on-inkigayo-performances-by-nct-dream-new-mcs-and-more;;
K팝 대표 걸그룹 된 뉴진스, 양조위에 애플까지 끌어낸 민희진 파워에 시선 집중 - 비즈니스포스트;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmJ1c2luZXNzcG9zdC5jby5rci9CUD9jb21tYW5kPWFydGljbGVfdmlldyZudW09MzIyMDM30gEA?oc=5;2023-07-23 07:13:49;0;True;https://www.businesspost.co.kr/BP?command=article_view&num=322037;;
"BTS, NewJeans, BLACKPINK in top names for July singer Brand Reputation Rankings; Full list inside - PINKVILLA";https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5waW5rdmlsbGEuY29tL2VudGVydGFpbm1lbnQvYnRzLW5ld2plYW5zLWJsYWNrcGluay1pbi10b3AtbmFtZXMtZm9yLWp1bHktc2luZ2VyLWJyYW5kLXJlcHV0YXRpb24tcmFua2luZ3MtZnVsbC1saXN0LWluc2lkZS0xMjMxNTA50gGSAWh0dHBzOi8vd3d3LnBpbmt2aWxsYS5jb20vZW50ZXJ0YWlubWVudC9idHMtbmV3amVhbnMtYmxhY2twaW5rLWluLXRvcC1uYW1lcy1mb3ItanVseS1zaW5nZXItYnJhbmQtcmVwdXRhdGlvbi1yYW5raW5ncy1mdWxsLWxpc3QtaW5zaWRlLTEyMzE1MDk_YW1w?oc=5;2023-07-23 06:14:19;1;True;https://www.pinkvilla.com/entertainment/bts-newjeans-blackpink-in-top-names-for-july-singer-brand-reputation-rankings-full-list-inside-1231509;;
The new album of MAMAMOO is accused of plagiarism by NewJeans fans - Music Mundial News;https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm11c2ljbXVuZGlhbC5jb20vZW4vMjAyMy8wNy8yMi90aGUtbmV3LWFsYnVtLW9mLW1hbWFtb28taXMtYWNjdXNlZC1vZi1wbGFnaWFyaXNtLWJ5LW5ld2plYW5zLWZhbnMv0gFyaHR0cHM6Ly93d3cubXVzaWNtdW5kaWFsLmNvbS9lbi8yMDIzLzA3LzIyL3RoZS1uZXctYWxidW0tb2YtbWFtYW1vby1pcy1hY2N1c2VkLW9mLXBsYWdpYXJpc20tYnktbmV3amVhbnMtZmFucy9hbXAv?oc=5;2023-07-22 22:59:24;1;True;https://www.musicmundial.com/en/2023/07/22/the-new-album-of-mamamoo-is-accused-of-plagiarism-by-newjeans-fans/;;
유튜브에선 아이유가 뉴진스 노래를 부른다?… ‘생성형 AI’로 목소리 무단 도용 줄이어 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vYml6LmNob3N1bi5jb20vaXQtc2NpZW5jZS9pY3QvMjAyMy8wNy8yMy9IWVhPT0dNU0xaRlpKTzZOSFkzTk81TlFaQS_SAVtodHRwczovL2Jpei5jaG9zdW4uY29tL2l0LXNjaWVuY2UvaWN0LzIwMjMvMDcvMjMvSFlYT09HTVNMWkZaSk82TkhZM05PNU5RWkEvP291dHB1dFR5cGU9YW1w?oc=5;2023-07-22 21:00:00;0;True;https://biz.chosun.com/it-science/ict/2023/07/23/HYXOOGMSLZFZJO6NHY3NO5NQZA/;;
NewJeans' Staggering Number Of Luxury Brand Alliances In Their ... - Koreaboo;https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9saXN0cy9uZXdqZWFucy1zdGFnZ2VyaW5nLW51bWJlci1sdXh1cnktYnJhbmQtYWxsaWFuY2VzLWluLWRlYnV0LXllYXIv0gEA?oc=5;2023-07-22 13:30:45;1;True;https://www.koreaboo.com/lists/newjeans-staggering-number-luxury-brand-alliances-in-debut-year/;;
더 위켄드, 뉴진스 샤라웃 'Super Shy'' - 금강일보;https://news.google.com/rss/articles/CBMiOGh0dHA6Ly93d3cuZ2dpbGJvLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89OTg0MjUz0gEA?oc=5;2023-07-22 08:58:01;0;True;http://www.ggilbo.com/news/articleView.html?idxno=984253;;
NewJeans' streaming team apologizes for using a streaming API ... - allkpop;https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbmV3amVhbnMtc3RyZWFtaW5nLXRlYW0tYXBvbG9naXplcy1mb3ItdXNpbmctYS1zdHJlYW1pbmctYXBpLWRlc2lnbmVkLWJ5LWJ0c3Mtc3RyZWFtaW5nLWluZm9ybWF0aW9uLXRlYW0td2l0aG91dC1wZXJtaXNzaW9u0gEA?oc=5;2023-07-22 06:40:00;1;True;https://www.allkpop.com/article/2023/07/newjeans-streaming-team-apologizes-for-using-a-streaming-api-designed-by-btss-streaming-information-team-without-permission;;
